	Protein1	Protein2	spearman_erythrocyte	Spearman_all	Pearson_all
318	Q8IEK3	Q8IKW5	-0.14285714285714288	0.34189723320158105	0.7503142041811901
319	C6KT18	K7NTP5	-0.6904761904761906	-0.27865612648221344	0.20787412489568485
320	Q6ZMA7	Q8I2F2	0.5952380952380953	0.24802371541501977	0.0658618084924806
321	A0A144A1R5	Q8I463	-0.9523809523809524	-0.22628458498023715	0.6404387881669389
322	C6KT25	Q8IKT2	0.4047619047619048	0.3359683794466403	0.8402265228810897
323	Q8I323	Q8I3A9	0.5714285714285715	0.5602766798418972	0.9688793476316853
324	A0A5K1K8V8	Q8IAX5	0.9047619047619048	0.8596837944664032	0.9840586682216952
325	Q8I2X4	Q8IJX8	0.14285714285714288	0.4407114624505929	0.8101872427081387
326	Q8I0P6	Q8IDK7	0.523809523809524	0.5691699604743083	0.9587282258505132
327	Q8IDR9	Q8IK15	-0.19047619047619052	-0.29545454545454547	-0.3031439745961363
328	K7NTP5	Q8IAX5	0.5952380952380953	0.7628458498023717	0.8044286730523885
329	O00806	Q8ILL3	0.9523809523809524	0.9199604743083004	0.9921165405141044
330	C0H5C2	Q8IJV6	0.2380952380952381	0.7401185770750989	0.9500494561112653
331	C0H516	Q76NM4	-0.30952380952380953	0.3092885375494071	0.9208029655300718
332	Q8IDJ8	Q8IKW5	0.9047619047619048	0.9041501976284586	0.9947069784396966
333	C6KT18	Q8IBY4	-0.8571428571428572	-0.2598814229249012	0.6511834343869973
334	O96220	Q8II24	0.9761904761904763	0.9130434782608695	0.9874841230425662
335	C0H571	Q8IBN4	0.0	0.383399209486166	0.2411219859362143
336	Q8I2F2	Q8IFM0	0.4761904761904762	0.4298418972332016	-0.029356706287610647
337	C6KT09	Q8I3N3	0.7619047619047621	0.9090909090909092	0.9383326845142768
338	Q8IIB4	Q8IM10	0.9761904761904763	0.9130434782608695	0.9908607829715362
339	Q8I3R0	Q8ILL3	0.9047619047619048	0.9861660079051384	0.990024855453105
340	Q8IDK7	Q8IE10	0.5714285714285715	0.6067193675889329	0.8967545571877024
341	Q6ZLZ9	Q8II24	0.09523809523809526	0.4367588932806324	0.5654425091127
342	Q8I5C4	Q8IKC9	0.38095238095238104	0.6590909090909092	0.6539315360959145
343	Q8IB24	Q8IJC6	0.9523809523809524	0.724308300395257	0.9703084486458933
344	A0A5K1K9E5	Q8IEU2	-0.5000000000000001	0.4871541501976285	0.11757310481707237
345	Q8I0V2	Q8I2X3	0.6904761904761906	0.6966403162055337	0.7009447592798973
346	O97282	Q76NN6	0.09523809523809526	0.5079051383399209	0.8639261438914432
347	C6KST3	Q8I2X4	0.9047619047619048	0.8764822134387351	0.9552592622169449
348	C6KSV8	Q8IBN4	-0.880952380952381	0.24604743083003952	0.2476360751159214
349	Q8I1V1	Q8I5M9	0.8571428571428572	0.933794466403162	0.9947685216149205
350	Q8IDR9	Q8IIV2	-0.9285714285714287	-0.22529644268774704	0.5254142714180261
351	A0A5K1K7U1	Q8IAR3	0.9761904761904763	0.9624505928853755	0.9848803956413137
352	A0A144A1R5	Q7KQL5	0.6190476190476191	0.6215415019762845	0.8838682802216322
353	Q8IBN4	Q8IJC6	-0.28571428571428575	-0.07411067193675888	0.11689109648807124
354	Q8I2I2	Q8IB14	0.3333333333333334	0.49604743083003955	0.8370583923679161
355	Q8IEQ1	Q8IJM0	0.9285714285714287	0.9150197628458498	0.9907741566841396
356	C0H5C2	Q8I323	-0.023809523809523815	0.40019762845849804	0.832111381741172
357	Q8I2X4	Q8II80	0.6190476190476191	0.6017786561264823	0.5070741049268868
358	Q8IES0	Q8IJW0	0.880952380952381	0.8152173913043478	0.8495143179594953
359	C0H5I7	C6KTA4	0.7142857142857144	0.882411067193676	0.9465680747388103
360	Q8IAX5	Q8IJX8	0.4285714285714286	0.8211462450592886	0.9770563743727089
361	Q6ZLZ9	Q8ID43	0.9285714285714287	0.941699604743083	0.8969730839011871
362	Q76NM3	Q8IE66	-0.523809523809524	-0.29545454545454547	-0.11555399764048047
363	Q8IC05	Q8IJC6	0.8333333333333335	0.825098814229249	0.9478960041719321
364	Q8IIF0	Q8IM26	-0.3333333333333334	-0.11264822134387352	0.19371986353331488
365	Q8I3T8	Q8IAX5	0.9761904761904763	0.9436758893280633	0.9965714992432325
366	Q8I5H4	Q8IB24	-0.07142857142857144	0.45553359683794475	0.9267162466400904
367	Q8I323	Q8IIA2	0.04761904761904763	0.4258893280632411	0.8939157842346658
368	Q8IJX3	Q8IM10	0.38095238095238104	0.8013833992094862	0.9841064619166147
369	C6KT19	Q8IDB0	-0.4761904761904762	0.1274703557312253	0.7870656486050487
370	Q6ZMA7	Q8IIA2	0.9047619047619048	0.6847826086956521	0.9558896974261091
371	Q8I431	Q8II24	0.7619047619047621	0.7677865612648223	0.909804480879097
372	O96153	Q8IDG3	0.9047619047619048	0.9189723320158102	0.9843830810123406
373	Q8I323	Q8IDE7	0.3571428571428572	0.7430830039525691	0.889675947164907
374	C6KT25	Q8IIA2	-0.8571428571428572	0.01482213438735178	0.724437525656263
375	Q8IAX5	Q8IIM8	-0.14285714285714288	0.47332015810276684	0.9542670186258839
376	A0A5K1K8Y8	Q8IJX8	0.4285714285714286	0.7114624505928854	0.972457248180255
377	A0A5K1K9F3	Q8IBI3	0.9523809523809524	0.9515810276679842	0.9867638623648678
378	Q8IAX6	Q8IC43	0.6428571428571429	0.8666007905138341	0.9059776464100987
379	O77381	Q8I0V2	-0.2380952380952381	0.15217391304347824	0.852481198798897
380	C6KST3	Q8IJW0	0.9285714285714287	0.7391304347826088	0.9723905320381807
381	Q8IDB0	Q8IL02	0.9047619047619048	0.958498023715415	0.9984741421065977
382	Q76NL8	Q8III5	-0.4523809523809524	0.43774703557312256	0.9235105562230328
383	A0A5K1K910	Q8IAX5	0.5000000000000001	0.7569169960474308	0.9537122023033391
384	O77323	Q8I566	-0.023809523809523815	0.24209486166007904	0.6275742459750613
385	Q8IJV6	Q8IKH8	0.523809523809524	0.7401185770750989	0.9324555019116197
386	C6KT34	O97282	0.4285714285714286	0.6699604743083005	0.8318565839651071
387	Q8IEA6	Q8IKK7	0.6190476190476191	0.383399209486166	0.9221176270082398
388	C6KT34	O96153	0.9285714285714287	0.9752964426877472	0.9939379234086709
389	Q8I5B3	Q8ILX1	0.38095238095238104	0.17687747035573123	0.9833673557886383
390	Q8I0V4	Q8I463	0.14285714285714288	0.5019762845849802	0.8684462174381304
391	Q8I2F4	Q8I490	0.4523809523809524	0.4654150197628459	0.10549077286480188
392	Q8I6T3	Q8IKC9	0.9761904761904763	0.8478260869565217	0.9745396413323976
393	C6KST3	C6KT34	1.0	0.8784584980237155	0.9903541941834377
394	C6KT09	Q8IE10	0.261904761904762	0.7717391304347826	0.9231443646708148
395	Q76NM6	Q8I280	0.6904761904761906	0.7727272727272727	0.969154864931782
396	Q8I3A1	Q8II42	0.8095238095238096	0.9701013392276701	0.9753656907717405
397	Q8IJC6	Q8IKM5	0.9761904761904763	0.9565217391304348	0.9880688212678385
398	Q76NM6	Q8IJS2	0.14285714285714288	0.41798418972332013	0.9314831041325027
399	C6KST5	O77323	0.9761904761904763	0.9673913043478262	0.9952413965202971
400	Q7K6A9	Q8I323	0.9761904761904763	0.9209486166007905	0.9924723217008036
401	C6KST5	O97247	0.9761904761904763	0.9604743083003953	0.9838679474504081
402	Q8I2X4	Q8I323	0.9047619047619048	0.7549407114624507	0.9645051566887051
403	O97313	Q8IB24	0.880952380952381	0.7252964426877472	0.9798759198809512
404	C0H5C2	Q8IL02	0.7380952380952381	0.9762845849802372	0.9917472321420138
405	Q7KQL5	Q8I5H4	-0.9047619047619048	0.11660079051383401	0.8444826383637107
406	P61076	Q8IEA6	0.9523809523809524	0.9347826086956521	0.980408159323863
407	C6KT23	Q8ILL3	0.8333333333333335	0.9792490118577075	0.9860094223198469
408	Q8IIV1	Q8IKM5	-0.6904761904761906	-0.31719367588932806	0.48401508095220735
409	Q8I0U8	Q8IIX5	-0.5476190476190477	-0.5	-0.2043257036891576
410	Q76NN6	Q7KQK6	-0.04761904761904763	0.9071146245059288	0.9963398609479532
411	C6KT34	Q8I6T3	1.0	0.8596837944664032	0.9960429113856566
412	Q8IAX5	Q8IJV6	0.3571428571428572	0.7776679841897233	0.9716674319425522
413	Q8I323	Q8IBI3	0.9761904761904763	0.8853754940711462	0.9901533142568064
414	O96220	Q8IDG3	0.523809523809524	0.6590909090909092	0.7018653504617759
415	Q7KQL5	Q8IJS2	0.9523809523809524	0.8201581027667983	0.9784542950018278
416	Q8IIV2	Q9TY99	-0.4523809523809524	-0.10869565217391304	0.02807887237290238
417	Q8I323	Q8IKP1	-0.523809523809524	0.14822134387351776	0.9374710403380249
418	Q8I0V2	Q8I280	0.7857142857142858	0.7539525691699605	0.9441339139402929
419	Q8IKM5	Q8IM10	0.9523809523809524	0.9575098814229249	0.9972801884420448
420	Q8I2F4	Q8IJ76	-0.2142857142857143	0.007905138339920948	-0.12814198103945207
421	Q8I261	Q8IJW0	0.9285714285714287	0.882411067193676	0.9942745435509801
422	C6KT19	Q8ILC1	-0.8095238095238096	0.03260869565217391	0.6364119132380259
423	Q8IBY4	Q8IIA2	0.9523809523809524	0.8260869565217392	0.9875317635573547
424	O97247	Q6ZLZ9	-0.023809523809523815	0.3379446640316206	0.6678037187849519
425	C0H4U4	C0H5H0	-0.4523809523809524	0.11067193675889328	0.1061119422342872
426	Q8IFM9	Q8IIV2	0.09523809523809526	0.6916996047430831	0.9274634019368292
427	Q8IKR1	Q8ILL3	0.30952380952380953	0.7233201581027668	0.8808931621606947
428	C0H4L1	Q8IIV2	-0.11904761904761905	0.17885375494071146	0.8312198383609707
429	Q8IBY4	Q8ILK3	0.9523809523809524	0.7480237154150197	0.9520758237674893
430	C0H4C7	Q8I3A4	0.880952380952381	0.8952569169960475	0.9693463530287687
431	Q8IIU8	Q8IJC6	0.9761904761904763	0.9298418972332017	0.99419850561557
432	Q8IFP2	Q8IJS2	-0.9047619047619048	-0.06719367588932806	0.6175280184719993
433	C6KT34	Q8II43	0.3571428571428572	0.5019762845849802	0.7749659701830938
434	C6KTA3	Q8IL48	0.5714285714285715	0.9130434782608695	0.9850770590933128
435	Q8I5B6	Q8III8	0.4761904761904762	0.8695652173913043	0.9562338986582635
436	O00806	Q8IAX5	0.8571428571428572	0.9377470355731227	0.9955830345544201
437	C6KT23	Q8ILL2	0.8571428571428572	0.9209486166007905	0.9863859513308076
438	O97249	Q8IIX0	0.9285714285714287	0.8418972332015809	0.9554365075423513
439	O97313	Q8ILI2	0.6666666666666669	0.8666007905138341	0.9474904810439685
440	C6KT19	C6KT23	-0.30952380952380953	0.10968379446640317	0.8338900154908958
441	Q8I3R0	Q8IAX5	0.9761904761904763	0.974308300395257	0.9978882935950116
442	Q8IIA2	Q9TY99	0.8095238095238096	0.7855731225296443	0.5927297854396559
443	C0H5H0	Q8I323	0.5000000000000001	0.766798418972332	0.9494001560314111
444	Q8IDG3	Q8IKC9	0.9523809523809524	0.9565217391304348	0.967001474461832
445	A0A144A3N9	C0H4V6	-0.38095238095238104	0.3982213438735178	0.504753186656724
446	B9ZSJ2	Q8IJX3	0.7142857142857144	-0.3112648221343874	-0.23363122444990403
447	K7NTP5	Q8I487	0.8095238095238096	0.6798418972332015	0.2114427626195443
448	Q8IDB0	Q8ILL3	0.9285714285714287	0.9644268774703558	0.9973840754103092
449	Q8I0U7	Q8IJT1	0.9761904761904763	0.8972332015810277	0.990163990746739
450	O96153	Q8IM66	0.9047619047619048	0.8764822134387351	0.9894847050996372
451	Q7KQL9	Q8IDF6	0.14285714285714288	0.4436758893280633	0.9603291879491774
452	A0A5K1K8V8	Q8IIA2	0.9047619047619048	0.5849802371541503	0.9662799083308071
453	Q8I0P6	Q8IB24	0.8571428571428572	0.8102766798418973	0.9847058924914144
454	K7NTP5	Q8IIA2	0.5952380952380953	0.7816205533596838	0.7907003869423399
455	Q8IE66	Q8IKK7	-0.8333333333333335	-0.30138339920948615	-0.09313443304237003
456	C0H4C7	Q8I0U7	0.8571428571428572	0.9061264822134387	0.936585497533938
457	Q8I463	Q8IJC6	0.9523809523809524	0.9772727272727272	0.9959279143424453
458	A0A5K1K8V8	Q8ILK3	0.9761904761904763	0.9031620553359685	0.9921601191567326
459	C6KT25	Q8IKM5	-0.6666666666666669	-0.2519762845849803	0.5773050124171915
460	K7NTP5	Q8ILK3	0.28571428571428575	0.5345849802371541	0.7334034691918991
461	O97282	Q8I323	0.4285714285714286	0.7411067193675891	0.8024885648111653
462	Q7K6A9	Q8IK90	0.9523809523809524	0.8932806324110673	0.9878054750388798
463	Q8I3W9	Q8IIK8	0.7142857142857144	0.874505928853755	0.8716803115556198
464	C6S3I6	Q8II92	0.8571428571428572	0.884387351778656	0.909524016008287
465	C6KT19	Q8IBY4	-0.4761904761904762	0.13537549407114624	0.8180970496403092
466	Q8IJA0	Q8IJW0	0.880952380952381	0.7687747035573124	0.9889360606847222
467	C0H4A6	Q8I0P6	0.9523809523809524	0.7549407114624507	0.9889519956209567
468	O77381	Q8IKM5	0.9761904761904763	0.9901185770750988	0.9986916055215455
469	Q8IJC6	Q8IKX4	0.28571428571428575	0.48320158102766797	0.9237782191798416
470	Q8IK15	Q9TY99	0.3333333333333334	0.15612648221343872	-0.10784107547631021
471	Q8IFM0	Q9TY99	0.2380952380952381	0.3073122529644269	-0.018479560639462253
472	O96220	Q8IC01	0.9761904761904763	0.9673913043478262	0.9893587576232639
473	Q8ID28	Q8ILK3	0.261904761904762	0.5217391304347826	0.88368911773903
474	Q8IFP3	Q8II43	-0.5952380952380953	0.017786561264822136	0.5875743392107592
475	Q8I320	Q8I431	0.7380952380952381	0.8557312252964427	0.9572210841274524
476	Q8IIM8	Q8IJX8	0.14285714285714288	0.6353754940711461	0.9634911554869616
477	Q8I487	Q8ILL3	0.0	0.17391304347826086	-0.03013454235874255
478	C6KT18	Q8IBV7	0.7619047619047621	0.9219367588932808	0.98355047870966
479	Q76NN6	Q8II61	0.3333333333333334	0.5741106719367589	0.9241599614149008
480	Q6ZMA7	Q8IDB0	0.9761904761904763	0.5009881422924901	0.9140806590417221
481	Q8IEA6	Q8IKT2	0.7142857142857144	0.708498023715415	0.9828076936439293
482	A0A144A3N9	Q8IDR9	0.9047619047619048	0.6057312252964426	0.815610494765467
483	C0H5C2	Q8ILL3	0.8095238095238096	0.9594861660079053	0.9905883070144308
484	C6KT25	Q8IDB0	-0.7619047619047621	-0.1956521739130435	0.6086438001645582
485	C0H571	Q6ZMA7	-0.9285714285714287	0.09881422924901187	0.4920010950831748
486	Q6ZMA7	Q8IBN4	-0.2380952380952381	0.7223320158102766	0.4090126090983317
487	Q8I2I2	Q8IL75	0.19047619047619052	0.5484189723320158	0.8544509151042531
488	Q8IK89	Q8ILZ7	0.6428571428571429	0.7371541501976284	0.8071488320009598
489	O96221	Q8I1S0	-0.4761904761904762	0.4762845849802372	0.9932744149726755
490	Q8IAX5	Q8IL02	0.8333333333333335	0.9515810276679842	0.9896792527106135
491	Q8IB24	Q8IJX8	0.8095238095238096	0.642292490118577	0.9718848550686932
492	Q8I490	Q8IIX5	0.5476190476190477	0.6531620553359684	0.260656908418205
493	A0A5K1K9F3	Q8ILC1	0.38095238095238104	0.6136363636363635	0.6587128104851266
494	P61074	Q7KQJ9	0.9761904761904763	0.9644268774703558	0.9972060143416465
495	B9ZSJ2	Q8IIV2	0.04761904761904763	0.6452569169960475	0.20490811172825418
496	Q8IJX8	Q8IL02	0.7380952380952381	0.83300395256917	0.9763728063951932
497	Q8IB60	Q8IKW5	-0.6904761904761906	0.23320158102766803	0.7538293392782283
498	Q8IIV2	Q8IM10	-0.9523809523809524	-0.08498023715415019	0.545837582315476
499	Q8IAR6	Q8IEQ1	0.8571428571428572	0.9654150197628459	0.9917492846857898
500	O77396	Q8IJT1	1.0	0.9466403162055337	0.9944016085276435
501	Q8I2X4	Q8ILA4	0.4285714285714286	0.7391304347826088	0.49843066785780127
502	O77381	Q8IDR9	1.0	0.9090909090909092	0.981623992053836
503	Q8I0P6	Q8ILI2	0.7380952380952381	0.575098814229249	0.9222724451623909
504	O77381	Q6ZMA8	0.8095238095238096	0.8152173913043478	0.9658248679587093
505	C6KST5	Q8I0U7	0.3333333333333334	0.5770750988142292	0.6773654460175383
506	Q8IIB4	Q8IJV6	0.7142857142857144	0.7529644268774704	0.951242537955415
507	C6KT55	Q8ILS7	0.30952380952380953	0.6047430830039526	0.9551450769372477
508	Q8IC05	Q9TY94	0.8095238095238096	0.8586956521739131	0.9537367700790796
509	C0H5C2	Q76NM6	0.2380952380952381	0.591897233201581	0.897846582160587
510	Q8IB24	Q8IIM8	-0.04761904761904763	0.40019762845849804	0.8937557198613708
511	C6KTA4	Q8I2X4	0.5952380952380953	0.7806324110671937	0.769957961846885
512	C0H5H0	Q8ILE3	0.261904761904762	0.6916996047430831	0.8355562975138986
513	C6KT50	Q7KQL9	-0.1666666666666667	0.44169960474308306	0.6880367449435392
514	C6KST5	Q6ZLZ9	-0.07142857142857144	0.24209486166007904	0.6677938553432887
515	A0A5K1K9F3	Q8IJM0	0.9761904761904763	0.9150197628458498	0.9951188728086096
516	K7NTP5	Q76NN7	0.3333333333333334	0.7559288537549407	0.9085177448917956
517	Q8IJN7	Q8ILC1	0.9761904761904763	0.9130434782608695	0.9779090777194617
518	C0H4A6	Q8I431	1.0	0.974308300395257	0.998500038081245
519	Q8IEK3	Q8IL02	-0.04761904761904763	0.25592885375494073	0.7669107449779733
520	O97227	Q8II24	0.4523809523809524	0.708498023715415	0.8450215296108179
521	Q8IIU8	Q8IKW5	0.9285714285714287	0.9555335968379446	0.9942333800705307
522	C6KST3	Q7K6A9	0.9761904761904763	0.8695652173913043	0.9843765301112499
523	Q8IBY4	Q8IKM5	0.9761904761904763	0.9930830039525691	0.9947003930244607
524	A0A144A3N9	Q8II61	0.9761904761904763	0.9367588932806324	0.8194913113981563
525	C6KT19	Q8IIV1	0.0	0.5335968379446641	0.8800460626410274
526	Q8I320	Q8IIB4	0.880952380952381	0.9496047430830039	0.9757299640700763
527	Q8IAX6	Q8IJC6	0.9523809523809524	0.9545454545454547	0.9935335985446685
528	A0A5K1K9E9	C6KSV8	0.880952380952381	0.7855731225296443	0.8358087703200505
529	Q6ZMA8	Q8I0P6	0.9285714285714287	0.9021739130434783	0.9716887464856784
530	Q8IE10	Q8IL94	-0.4047619047619048	0.2223320158102767	0.8157221139591565
531	Q8I5Y9	Q8ILB6	0.9523809523809524	0.9703557312252965	0.9535041219299434
532	Q8IIA2	Q8IM10	0.8333333333333335	0.849802371541502	0.9734241205084445
533	Q8I2F4	Q8IIF0	0.09523809523809526	0.2391304347826087	-0.021378829826466057
534	O00806	O97313	0.9761904761904763	0.9179841897233202	0.994825860054791
535	C0H5H0	Q8IDG2	0.5000000000000001	0.7203557312252966	0.9286157321804277
536	O97266	Q8I5H4	0.4523809523809524	0.4841897233201581	0.9293619319574147
537	Q8IL58	Q8ILK3	0.9285714285714287	0.9841897233201581	0.9930046524844187
538	Q8I323	Q8ILC1	0.4285714285714286	0.7134387351778656	0.7098995863756725
539	Q8IBY4	Q8IDB0	1.0	0.9703557312252965	0.9958382967811639
540	K7NTP5	Q8IIK8	-0.6666666666666669	-0.21343873517786563	0.16002742183179386
541	Q8IE66	Q8IFP2	0.11904761904761905	-0.475296442687747	-0.30373195425909205
542	Q8I2F2	Q9TY99	0.9047619047619048	0.8962450592885376	0.8243629687329406
543	Q8IJ56	Q8ILP3	0.7380952380952381	0.0953792962154561	-0.18483414762569042
544	C0H5H0	Q8IKB2	-0.28571428571428575	0.08695652173913043	0.7546165075200841
545	C6KT55	Q76NN6	0.19047619047619052	0.40019762845849804	0.7647874913437399
546	O77396	Q8IAR3	0.9761904761904763	0.9456521739130436	0.984305131221232
547	C6KST5	O96220	0.9761904761904763	0.9614624505928853	0.9901770591431995
548	O97282	Q8IDG2	0.4285714285714286	0.757905138339921	0.8393827337795755
549	O97249	Q8IDN6	0.4285714285714286	0.8982213438735178	0.8511676232404434
550	A0A5K1K7U1	Q8IKC9	1.0	0.9624505928853755	0.9934766247450106
551	O77381	Q8IIU8	0.9047619047619048	0.8527667984189724	0.9907794934531141
552	Q8IK15	Q8IM10	-0.38095238095238104	-0.2964426877470355	-0.28052558704957187
553	Q8I323	Q8IJM0	1.0	0.9752964426877472	0.9924628839105061
554	Q8IDG3	Q8IJM0	0.9761904761904763	0.9594861660079053	0.9827306734762313
555	Q8IE66	Q8IKT2	-0.880952380952381	-0.2223320158102767	-0.04954187514945927
556	A0A5K1K8V8	Q8IKM5	1.0	0.8152173913043478	0.9662340410258159
557	Q8IJC6	Q8IKH8	0.9523809523809524	0.9812252964426879	0.9899409398502719
558	O97245	Q8IKK7	0.3333333333333334	0.15217391304347824	0.5891876950314439
559	Q8IJM0	Q8IKH3	0.9761904761904763	0.9733201581027668	0.995561884504413
560	K7NTP5	Q8IKM5	0.4285714285714286	0.7944664031620554	0.8704380793477733
561	Q8IAX6	Q8IM10	0.9047619047619048	0.9456521739130436	0.9952817753662095
562	O97282	Q8ILA4	0.9285714285714287	0.9328063241106721	0.9399189313936107
563	O77323	Q8IBI3	0.523809523809524	0.6739130434782609	0.7652371983750536
564	O97247	Q8IJW0	0.30952380952380953	0.5158102766798419	0.6768211179861401
565	Q8IEU2	Q8II72	-0.4285714285714286	0.18577075098814227	0.5393311017339483
566	Q6LFH8	Q8IAM2	0.7619047619047621	0.7895256916996048	0.8114029525372859
567	Q8IAX5	Q8ILL3	0.880952380952381	0.9802371541501977	0.9890090198169944
568	Q8ID28	Q8IKM5	0.09523809523809526	0.2964426877470355	0.8167409682893069
569	Q76NN6	Q8IJA0	-0.09523809523809526	0.4990118577075099	0.9620492987077194
570	A0A5K1K9F3	Q8IJA0	0.9523809523809524	0.8547430830039526	0.9925045958737783
571	A0A5K1K8V8	Q8IDB0	0.9761904761904763	0.825098814229249	0.9762548588693463
572	K7NTP5	Q8IDB0	0.4523809523809524	0.8181818181818183	0.8574881030214784
573	O77396	Q8IAV6	0.9523809523809524	0.8982213438735178	0.9863314827172485
574	Q8I5B3	Q8ILZ7	-0.4285714285714286	0.05237154150197629	0.7845155689320591
575	B9ZSJ2	Q8IHN4	-0.6904761904761906	0.3626482213438736	0.08729669736428618
576	A0A5K1K8H7	Q76NM4	-0.523809523809524	0.3092885375494071	0.9097028386898323
577	Q8I3R0	Q8IIA2	0.9761904761904763	0.8448616600790515	0.9922375966386041
578	A0A5K1K8Y8	Q8ILL3	0.3333333333333334	0.8013833992094862	0.9712744440856487
579	Q6ZMA7	Q8IBY4	0.9761904761904763	0.3764822134387352	0.9161918602022388
580	C6KT19	Q7KQL5	-0.5000000000000001	0.641304347826087	0.9509664734395006
581	Q7KQL5	Q8IIV2	0.28571428571428575	0.8142292490118577	0.9135225627454697
582	Q8IBV7	Q8IKJ0	0.261904761904762	0.58300395256917	0.9152729153924563
583	Q8II61	Q8IIB4	0.8333333333333335	0.8171936758893281	0.9872453523403479
584	Q8I3T8	Q8IKM5	0.9285714285714287	0.9021739130434783	0.9897452506136919
585	Q8IEK3	Q8ILL3	-0.19047619047619052	0.2658102766798419	0.7601203150090852
586	Q8IAR3	Q8IDG2	1.0	0.9683794466403162	0.9926642558807859
587	O77396	Q8IBI3	0.9523809523809524	0.9397233201581027	0.9806076272101579
588	Q8I0P6	Q8I5H4	0.11904761904761905	0.7460474308300395	0.9654862253795572
589	O96252	Q8IIM8	-0.023809523809523815	0.09189723320158102	0.9243818593353513
590	C6KTA4	Q8IJC6	0.8095238095238096	0.8932806324110673	0.9721718718676756
591	Q76NN6	Q8I2W3	0.8333333333333335	0.66600790513834	0.9846023803139474
592	C0H4A6	Q8IJC6	0.9047619047619048	0.9693675889328063	0.9972785433125655
593	A0A144A0F5	Q76NN6	-0.11904761904761905	0.3922924901185771	0.7938706541400897
594	Q8I463	Q8IKQ9	0.19047619047619052	0.7015810276679841	0.8358318580597116
595	Q8I3T8	Q8IK15	-0.1666666666666667	-0.18577075098814227	-0.28599643426992083
596	C0H5C2	Q8IAX5	0.9761904761904763	0.9703557312252965	0.9959952925896134
597	Q8ILF4	Q8ILF6	0.7380952380952381	0.9347826086956521	0.9489715101573979
598	A0A5K1K963	C0H5H0	-0.04761904761904763	0.5612648221343874	0.3704316514193786
599	Q8IC01	Q8IHY0	-0.5952380952380953	0.4436758893280633	0.6725642520520094
600	C6KST3	O77396	0.9761904761904763	0.9268774703557312	0.9827238369577411
601	Q8IDJ8	Q8ILL3	0.9523809523809524	0.9614624505928853	0.9936291907832067
602	Q8IAX6	Q8IET7	0.9761904761904763	0.7915019762845852	0.9606264053278211
603	A0A5K1K9F3	C0H5H0	0.4523809523809524	0.6818181818181818	0.960688082265674
604	Q8IJX8	Q8ILL2	0.4761904761904762	0.6610671936758893	0.9548854170525101
605	Q8I3T8	Q8IDB0	0.9761904761904763	0.9535573122529646	0.9956307213645482
606	C0H4Y6	Q8IKB2	-0.09523809523809526	0.01482213438735178	0.7018134323941984
607	B9ZSJ2	Q8IDR9	0.09523809523809526	-0.4189723320158103	-0.2702814087790466
608	Q8I323	Q8IJA0	0.9761904761904763	0.9733201581027668	0.9941957053760998
609	Q8IDG3	Q8IJA0	0.9523809523809524	0.9594861660079053	0.9888851694125336
610	Q8IAX8	Q8IJC6	0.4523809523809524	0.8913043478260869	0.9877946959039383
611	A0A5K1K8V8	Q8II61	0.9047619047619048	0.7687747035573124	0.9764656904356073
612	C6S3I6	Q8ILB6	0.7857142857142858	0.9258893280632412	0.7764691378405024
613	C6KT19	Q8IBV7	0.4285714285714286	0.7391304347826088	0.8899497838417239
614	Q8I6T3	Q8II43	0.3571428571428572	0.7519762845849803	0.7598790539121265
615	K7NTP5	Q8II61	0.5714285714285715	0.8280632411067194	0.828242611624672
616	Q8IB24	Q8IL02	0.9761904761904763	0.7697628458498025	0.9872969895793315
617	Q8ID43	Q8IDF6	0.4523809523809524	0.41798418972332013	0.8532129226185816
618	C6KST5	Q8I2X4	0.30952380952380953	0.6254940711462451	0.6190032400075297
619	O97227	P61076	0.9761904761904763	0.9407114624505929	0.9736826406114767
620	Q8IBI3	Q8IK90	0.9523809523809524	0.9130434782608695	0.9924727535547869
621	Q8IDK7	Q8IM10	0.6428571428571429	0.8152173913043478	0.9745797262342573
622	Q8I431	Q8I487	0.14285714285714288	0.24604743083003952	-0.009610258657787515
623	Q7K6A9	Q8II71	0.9761904761904763	0.9031620553359685	0.9969050814579445
624	Q8I2X4	Q8ILI2	0.04761904761904763	0.6017786561264823	0.7039338560631103
625	Q8IB24	Q8ILE3	0.7380952380952381	0.6897233201581028	0.892567096288964
626	Q8IE10	Q8IKW5	0.8571428571428572	0.8586956521739131	0.922430591791458
627	Q8IJC6	Q8IL75	-0.5714285714285715	-0.12154150197628459	0.7481191116524069
628	C0H5H0	Q8IB24	-0.09523809523809526	0.4426877470355731	0.6191282382958272
629	Q76NN6	Q8II43	0.11904761904761905	0.6442687747035574	0.8244874968211591
630	Q8I431	Q8IIA2	0.9761904761904763	0.8527667984189724	0.9895828291896329
631	Q6ZMA7	Q8IIV1	-0.6428571428571429	0.424901185770751	0.7140817218404517
632	C0H4A6	Q8IM10	0.880952380952381	0.9624505928853755	0.9905223927797508
633	Q8II72	Q8IIX5	0.0	0.4822134387351779	0.17543452976985352
634	C0H5C2	Q8I603	0.4761904761904762	0.8883399209486167	0.9836466751371696
635	O96153	Q8IKC9	0.9761904761904763	0.9762845849802372	0.9904616369566758
636	Q8IDG2	Q8II71	1.0	0.9466403162055337	0.9947264839214756
637	C6KT18	Q9TY99	-0.8333333333333335	-0.43478260869565216	0.03544058685980141
