Gene ID	source_id	scaled sense - 40-5 hours post-invasion - unique only	scaled sense - 2-10 hours post-invasion - unique only	scaled sense - 7-15 hours post-invasion - unique only	scaled sense - 12-20 hours post-invasion - unique only	scaled sense - 17-25 hours post-invasion - unique only	scaled sense - 22-30 hours post-invasion - unique only	scaled sense - 27-35 hours post-invasion - unique only	scaled sense - 32-40 hours post-invasion - unique only	Gene Name or Symbol	sense - T05 - unique only	sense - T10 - unique only	sense - T15 - unique only	sense - T20 - unique only	sense - T25 - unique only	sense - T30 - unique only	sense - T35 - unique only	sense - T40 - unique only	3D7 2020 sense - 0hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 8hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 16hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 24hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 32hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 40hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 48hr 3D7 DAFT-seq - unique only
PF3D7_1144000	PF3D7_1144000.1	531.17	1581.59	2198.73	2673.88	9043.42	13153.46	17585.27	11531.32	RPS21	155.13	361.14	686.66	516.04	688.08	499.12	390.71	227.58	233.4	793.64	931.37	730.23	531.03	417.54	564.6
PF3D7_1144100	PF3D7_1144100.1	20.31	39.73	21.46	20.81	130	523.4	1560.39	1371.49	N/A	20	34.9	48.07	26.87	69.1	134.13	144.48	85.21	41.91	35.96	52.11	76.79	79.05	62.65	50.02
PF3D7_1144200	PF3D7_1144200.1	28.66	82.59	188.71	217.28	919.91	1092.07	1487.52	1293.59	N/A	34.23	94.07	193.59	254.78	241.5	217.89	156.36	94.28	103.54	86.15	138.32	110.73	79.91	52.24	56.79
PF3D7_1144300	PF3D7_1144300.1	179.2	743.33	1782.94	2696.52	9681.62	14719.92	20708.61	13443.31	RPL41	123.74	343.76	911.65	919.62	1203.98	688.6	730.25	432.58	137.6	306.82	471.98	382.26	319.76	209.66	263.52
PF3D7_1144400	PF3D7_1144400.1	0.59	1.46	1.44	1.21	7.73	7.85	11.14	11.78	N/A	3.34	3.76	5.78	5.01	4.02	6.15	4.05	5.21	17.45	16.4	18.21	12.96	11.37	13.1	18.58
PF3D7_1144500	PF3D7_1144500.1	4.85	22.3	40.27	48.84	219.36	408.34	801.17	558.75	AOS1	9.97	33.59	61.55	69.63	101.03	126.26	101.48	41.5	36.67	50.31	48.23	60.56	44.55	27.48	25.75
PF3D7_1144600	PF3D7_1144600.1	30.27	48.45	97.8	63.47	233.83	371.81	740.2	782.06	TFG2	58.1	124.64	138.64	137.69	130.33	144.27	165.94	115.07	87.48	129.63	84.32	112.34	70.91	45.32	48.59
PF3D7_1144700	PF3D7_1144700.1	8.17	0.94	1.41	0.69	20.95	196.49	988.44	1122.03	TIC20	9.05	2.66	1.3	0.47	19.3	106.83	129.37	78.85	34.94	41.79	35.19	70.68	77.96	61.79	54.17
PF3D7_1144800	PF3D7_1144800.1	9.51	6.64	4.62	3.13	16.28	51.19	180.19	349.92	N/A	30.95	32.92	33.4	20.17	20.32	51.59	78.77	86.4	73.15	50.02	49.64	42.3	47.96	51.35	69.27
PF3D7_1144900	PF3D7_1144900.1	117.9	71.52	114.73	130.76	283.11	474.3	1327.31	3033.44	RAB6	199.6	109.22	148.91	160.17	118.5	149.14	298.23	570.75	173.84	166.7	162.75	179.86	316.14	336.75	247.28
PF3D7_1145000	PF3D7_1145000.1	29.78	3.6	1.97	1.01	4.73	13.77	40	58.61	N/A	67.5	18.88	4.73	1.92	4.17	11.72	9.44	19.56	41.64	22.93	18.25	12.11	21.86	36.75	39.27
PF3D7_1145100	PF3D7_1145100.1	41.08	56.4	93.92	84.82	266.65	341.18	722.52	905.97	SEC21	84.33	117.67	136.06	142.55	121.9	129.71	155.22	180.95	115.25	185.21	107.29	161.98	112.68	130.71	98.02
PF3D7_1145200	PF3D7_1145200.1	696.62	69.12	19.43	7.75	13.02	20.74	35.72	2057.05	N/A	921.91	237.16	30.78	9	6.19	3.95	28.41	792.69	358.34	137.35	46.2	43.7	317.84	836.81	528.88
PF3D7_1145300	PF3D7_1145300.1	11.73	21.31	30.86	25.61	113.95	92.92	211.77	410.82	CRIPT	18.07	38.7	43.4	55.51	39.37	32.06	41.58	69.4	32.03	56.56	61.82	46.43	38.33	58.46	49.43
PF3D7_1145400	PF3D7_1145400.1	164.39	38.15	36.72	59.27	169.32	407.05	1396.44	3280.3	DYN1	150.83	49.79	35.76	39.34	48.79	85.29	171.36	325.2	141.46	140.99	102.56	152.08	262.46	302.79	206.62
PF3D7_1145500	PF3D7_1145500.1	3.63	1.3	1.06	0.98	49.91	186.7	470.67	350.31	ABCB3	7.84	3.91	1.18	2.9	45.16	90.43	82.43	37.96	26.1	23.58	23.59	71.01	43.76	31.07	22.76
PF3D7_1145600	PF3D7_1145600.1	7.97	1.91	1.51	0.79	6.85	20.86	186.17	438.14	N/A	16.29	4.02	0.68	1.04	6.54	16.52	49.23	73.7	78.21	52.05	50.59	45.24	96.15	80.38	78.89
PF3D7_1145700	PF3D7_1145700.1	6.23	2.48	1.22	0.8	3.22	32.34	298.13	602.67	N/A	21.03	6.95	4.54	2.64	3.59	34.73	86	95.91	32.95	24.9	17.83	25.24	35.25	37.59	28.98
PF3D7_1145800	PF3D7_1145800.1	8.84	18.86	38.48	39.03	175.7	174.73	239.52	117.48	N/A	16.14	42.54	61.69	69.66	67.68	63.8	35.67	15.73	69.49	110.63	108.39	108.36	58.84	43.23	49.85
PF3D7_1145900	PF3D7_1145900.1	8.65	4.63	4.62	7.46	24.51	33.38	86.06	78.32	N/A	12.15	10.51	10.93	15.82	14.5	20.91	16.64	22.19	62.49	77.31	66.37	50.83	42.63	64.11	86.83
PF3D7_1146000	PF3D7_1146000.1	30.03	95.05	140.19	148.75	499.54	648.69	607.87	193.12	RSA4	33.44	136.86	173.23	180.65	179.53	127.45	62.61	24.2	100.81	181.77	179.28	142.79	82.67	56.26	90.51
PF3D7_1146100	PF3D7_1146100.1	18.33	8.08	6.17	4.69	11.11	24.59	45.3	21.05	N/A	24.88	22.88	12.53	9.5	6.56	12.59	7.78	7.9	42.68	46.34	44.24	22.15	18.96	29.5	46.92
PF3D7_1146200	PF3D7_1146200.1	89.05	20.4	20.23	36.64	213.33	302.35	257.88	76.86	N/A	135.78	54.34	39.15	85.95	132.91	76.69	28.06	18.59	57.33	37.71	38.18	40.78	17.29	33.55	47.01
PF3D7_1146300	PF3D7_1146300.1	4	1.4	0.44	0.31	0.7	2.04	1.21	2.01	N/A	10.77	5.82	3.42	1.91	1.12	0	0.88	5.24	21.78	9.13	11.97	6.19	7.32	13.68	19.04
PF3D7_1146500	PF3D7_1146500.1	1.71	0.27	0.17	0.36	0	0.79	2.8	3.1	LRR10	4.15	2.39	1.17	1.23	0.43	2.7	0.9	5.05	9.94	12.21	5.62	6.72	2.49	5.89	7.7
PF3D7_1146600	PF3D7_1146600.1	336.94	48.11	11.5	5.48	36.76	115.5	292.04	511.09	ORP1	598.99	152.24	15.75	9.04	27.72	53.24	58.55	197.91	466.66	113.36	59.74	86.8	234.59	424.44	409.86
PF3D7_1146700	PF3D7_1146700.1	0.88	0.27	0.2	0.1	0	0.93	0.37	0.61	N/A	2.23	0.36	0.7	0.39	0.43	0.36	0.62	7.1	4.92	5.94	3.83	4.04	4.55	7.38	5.05
PF3D7_1146800	PF3D7_1146800.1	4.49	4.88	5.69	4.74	12.65	13.66	18.44	12.15	N/A	12.24	17.67	14.14	8.07	4.9	3.93	3.03	6.13	87.08	104.02	97.66	71.94	61.39	62.99	100.02
PF3D7_1146900	PF3D7_1146900.1	15.55	38.09	61.81	51.34	150.6	179.06	450.62	703.65	N/A	23.64	55.75	92.46	103.34	65.13	69.16	99.91	109.61	65.27	57.31	68.8	55.17	58.49	54.54	58.38
PF3D7_1147000	PF3D7_1147000.1	2	0.36	0.2	0.04	0.29	0.51	3.23	38.47	SLARP	4.2	0.81	0.35	0.03	0.12	0.22	1.56	9.58	16.85	14.45	7.66	8.82	14.4	20.45	17.55
PF3D7_1147100	PF3D7_1147100.1	2.12	0.42	1.58	1.87	6.67	0	0	2.39	N/A	4.57	3.69	5.42	0.76	0.66	0.69	0	5.46	25.89	17.39	20.13	10.06	16.7	12.09	18.56
PF3D7_1147200	PF3D7_1147200.1	4.01	1.4	1.62	1.01	2.01	1.84	2.28	8.92	N/A	11.96	8.18	5.58	3.14	1.56	0.91	1.2	6.86	36.27	31.46	23.43	19.93	19.88	29.05	36.3
PF3D7_1147300	PF3D7_1147300.1	27.39	6.37	5	6.36	239.57	640.64	1896.3	2183.56	N/A	74.08	26.84	11.29	36.49	224	352.34	489.31	384.07	234.09	152.3	177.46	297.79	326.88	256.44	193.01
PF3D7_1147400	PF3D7_1147400.1	174.17	20.27	4.69	4.01	39.8	381.47	2296.22	3802.27	N/A	54.78	17.43	2.58	0.81	18.95	88.09	110.68	162.54	57.76	32.54	24.75	48.01	113.75	119.02	95.3
PF3D7_1147500	PF3D7_1147500.1	2.19	6.89	22.35	27.48	149.44	139.83	180.66	68.82	FTB	3.18	14.96	42.22	57.28	56.56	46.63	23.87	12.34	25.16	41.53	41.34	50.95	22.06	14.76	16.19
PF3D7_1147600	PF3D7_1147600.1	10.7	2.65	0.95	0.95	17.67	95.32	388.25	625.89	N/A	26.12	7.78	4.14	1.28	18.09	53.36	95.91	108.1	40.43	35	22.41	50.45	44.31	50.27	40.34
PF3D7_1147700	PF3D7_1147700.1	15.17	4.62	3.49	1.61	45.2	196.01	718.59	1057.86	N/A	30.88	10.62	4.41	2.81	36.56	101.85	134.3	141.74	93.31	68.24	49.85	87.32	91.22	86	73.89
PF3D7_1147800	PF3D7_1147800.1	10.91	7.51	16.57	33.99	81.29	55.91	94.69	75.69	MAEBL	26.42	31.82	74.26	80.08	50.37	31.19	26.49	24.77	20.6	17.88	23.14	9.61	9.37	10.59	14.62
PF3D7_1147800	PF3D7_1147800.2	10.91	7.51	16.57	33.99	81.29	55.91	94.69	75.69	MAEBL	26.42	31.82	74.26	80.08	50.37	31.19	26.49	24.77	20.6	17.88	23.14	9.61	9.37	10.59	14.62
PF3D7_1147900	PF3D7_1147900.1	38.01	24.22	60.14	47.87	130.56	145.37	375.53	892.73	PEX22	73.34	55.99	92.6	96.51	49.6	55.66	86.95	158.52	98.51	149.5	93.74	110.92	74.06	110.85	70.36
PF3D7_1148000	PF3D7_1148000.1	9.81	3.32	2.49	2.14	18.53	177.71	831.88	795.86	N/A	22.71	8.67	4.89	1.97	24.54	106.14	169.36	115.69	72.63	59.08	59.44	136.53	191.29	118.19	82.8
PF3D7_1148100	PF3D7_1148100.1	3.25	0.93	6.18	9.63	41.91	150.99	494.06	352.13	N/A	6.13	4.3	12.46	24.71	36.02	74.22	80.48	34.99	13.93	9.98	9.44	20.59	11.55	11.14	10.09
PF3D7_1148200	PF3D7_1148200.1	61.88	17.92	24.81	17.66	25.56	121.32	523.5	410.52	N/A	85.74	20.45	14.38	11.2	10.57	41.01	76.55	103.62	258.62	293.37	188.57	200.16	318.55	126.95	215.15
PF3D7_1148500	PF3D7_1148500.1	5.39	3.76	4.17	2.54	0	2.75	13.04	27.09	N/A	32.1	6.27	8.19	1.72	3.76	32.22	12.58	82.94	417.75	185.33	131.24	133.46	213.04	85.65	146.27
PF3D7_1148600	PF3D7_1148600.1	1.06	0.84	0.45	0.7	1.68	3.14	9.52	16.51	N/A	0.26	0.66	0.26	0.11	0.19	0.2	0.4	0	0.14	1.36	0.9	0.67	1.4	0.98	0.85
PF3D7_1148620	PF3D7_1148620.1	0	0	0	0	0	8.93	0	0	N/A	0	0	0	0	0	1.28	0	1.43	0	1.34	1.28	1.23	1.29	0	1.36
PF3D7_1148640	PF3D7_1148640.1	2.6	0.98	1.7	1.84	6.98	9.45	17.78	30.25	N/A	0.2	0.07	0.27	0.39	0.15	0.15	0.51	0.52	0.35	0.64	0.51	0.2	0.26	0.22	0.27
PF3D7_1148700	PF3D7_1148700.1	43.66	194.22	427.3	610.55	477.01	210.42	342.6	183.75	GEXP12	54.93	348.03	699.6	494.97	87.26	65.66	46.85	28.12	248.2	691.17	679.68	192.71	78.94	74.6	178.78
PF3D7_1148800	PF3D7_1148800.1	113.33	149.79	124.18	47.81	37.79	86	198.3	102.88	N/A	289.3	392.75	229.68	70.15	26.23	51.65	30.68	17.81	85	103.66	13.64	12.83	5.03	10.18	27.06
PF3D7_1148900	PF3D7_1148900.1	194.71	348.22	465.1	246.06	164.61	75.75	67.08	23.41	N/A	297.18	684.73	683.29	288.39	51.7	27.06	8.95	5.93	243.53	279.79	138.55	29.14	8.01	44.59	136.19
PF3D7_1149000	PF3D7_1149000.1	3.19	1.09	0.7	14.42	672.64	1653.39	1834.39	376.42	Pf332	4.2	1.52	1.2	53.8	261.49	157.3	127.01	25.15	63.64	100.73	687.49	968.19	544.76	217.43	93.81
PF3D7_1149100	PF3D7_1149100.1	18.1	19.32	51.06	175.4	1164.76	3558.06	6002.32	1533.15	N/A	21.25	21.75	86.94	257.98	615.61	864.46	537.5	88.48	109.9	157.78	437.56	616.23	521.14	203.06	170.13
PF3D7_1149100	PF3D7_1149100.2	18.1	19.32	51.06	175.4	1164.76	3558.06	6002.32	1533.15	N/A	21.25	21.75	86.94	257.98	615.61	864.46	537.5	88.48	109.9	157.78	437.56	616.23	521.14	203.06	170.13
PF3D7_1149200	PF3D7_1149200.1	6379.13	3112.82	1133.18	192.41	87.41	189.83	86.5	30.92	RESA3	8516.92	5662.11	1355.62	118.06	34.85	24.91	10.27	82.41	4367.94	2353.65	1155.19	259.96	150.94	1325.61	3736.85
PF3D7_1149300	PF3D7_1149300.1	99.7	32.86	23.18	8.14	42.48	97.36	87.3	39.7	FIKK11	133.97	74.05	31.49	14.63	25.46	38.84	13.31	9.29	89.93	39.77	19.48	24.96	14.29	27.98	57.47
PF3D7_1149400	PF3D7_1149400.1	1.4	0.29	5.14	57.31	1400.63	1359.49	1147.38	229.92	N/A	2.81	1.8	27.98	497.87	768.67	438.92	130	19.89	45.19	85.97	454.09	484	194.45	72.23	41.84
PF3D7_1149500	PF3D7_1149500.1	148.25	175.74	172.18	80.53	61.93	41.07	15.19	8.51	RESA2	237.93	249.09	184.66	76.87	17.28	8.26	3.07	6.5	10.11	11.45	3.15	1.23	0.43	1.3	3.82
PF3D7_1149600	PF3D7_1149600.1	409.84	264.52	245.51	159.86	331.01	248.16	137.47	43.07	N/A	613.75	627.51	379.45	249.99	133.47	56.08	20.54	13.83	377.19	315.49	199.35	66.87	22.48	88.3	244.43
PF3D7_1149700	PF3D7_1149700.1	2.53	2.49	6.93	2.69	2	0	0	2.87	N/A	2.19	14.37	7.58	9.08	0.8	0.83	2.5	0	11.47	7.79	8.32	4.81	0	3.62	2.66
PF3D7_1149800	PF3D7_1149800.1	0.17	0.41	0.34	0.24	2.73	2.38	7.53	3.13	RIF	0	0.3	0	0	0.43	0	0	0.25	0.31	1.89	5.9	3.72	1.36	0.74	0.73
PF3D7_1149900	PF3D7_1149900.1	0	0.42	0.18	0.12	0	4.05	10.56	2.39	N/A	0	0.31	0.3	0	0	0.46	0	1.3	0.64	2.66	8.33	9.16	3.72	1.51	1.74
PF3D7_1150000	PF3D7_1150000.1	0	0.12	0	0.1	0.93	0	0	0	RIF	0	0	0	0	0	0.19	0	0.22	0	0.2	0.39	0.37	0.39	0	0.21
PF3D7_1150100	PF3D7_1150100.1	0	0	0	0	0	0	0	0	RIF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1150200	PF3D7_1150200.1	0	0	0	0	0	0	0	0	RIF	0	0	0	0	0	0	0.42	1.89	0.29	0	0	0	0	0.23	0
PF3D7_1150300	PF3D7_1150300.1	0	0	0	0	1.51	0	0	0.72	RIF	0	0.28	0	0	0	0	0	1.64	0.29	0.44	0.42	0.2	0	0.23	0.67
PF3D7_1150400	PF3D7_1150400.1	0.33	0.52	0.57	1.04	1.38	0.96	0.67	0.95	VAR	0.36	0.27	0.57	0.48	0.13	0.07	0.09	0.39	2.91	9.35	6.81	1.5	0.46	0.8	3.48
PF3D7_1200100	PF3D7_1200100.1	318.57	85.97	26.97	45.05	470.55	633.86	630.33	1115.04	VAR	72	33.72	10	19.64	42	22.48	25.38	52.14	33.75	36.3	42.37	35.25	38.75	53.35	57.93
PF3D7_1200200	PF3D7_1200200.1	6.9	3.16	1.14	0.71	2.27	5.28	10.96	121.62	RIF	5.47	0.5	0.49	1.03	0.54	0.57	1.32	10.17	0.78	1.38	1.7	0.36	0.19	2.06	0.4
PF3D7_1200300	PF3D7_1200300.1	0.31	0.37	0.31	0	0.5	0	0	0	RIF	0	0	0.27	0	0	0	0.21	2.78	1.43	2.36	1.03	0	0	0.22	1.11
PF3D7_1200400	PF3D7_1200400.1	2.53	0.91	1.06	0.8	2.28	7.25	20.94	40.41	VAR	2.63	1.53	0.85	0.55	0.81	2.35	2.95	6.85	5.31	12.15	7.2	2.99	2.81	3.57	6.1
PF3D7_1200500	PF3D7_1200500.1	117.39	242.8	101.06	61.38	38.29	93.64	376.24	754.93	RIF	39.24	92.74	66.99	21.08	4.77	11.83	25.18	46.3	19.59	18.33	24.29	14.55	17.63	28.01	29.19
PF3D7_1200600	PF3D7_1200600.1	2811.08	7619.83	7290.99	7805.59	6924.88	3780.65	2865.6	824.34	VAR2CSA	2002.33	4662.9	4999.1	2904.46	571.06	276.03	98.74	37.07	33.44	47.39	30.82	10.96	5.59	13.11	37.59
PF3D7_1200610	PF3D7_1200610.1	0	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF3D7_1200700	PF3D7_1200700.1	3159.39	3631.69	2470.03	642.33	318.16	323.85	377.5	149.05	ACS7	7181.78	9009.23	3700.67	679.58	142.1	120.08	73.96	35.93	1472.49	1166.07	335.99	67.03	34.89	360.15	997.17
PF3D7_1200800	PF3D7_1200800.1	114.02	98.83	116.6	60.96	178.82	200.76	279.23	144.29	FIKK12	220.3	298.41	202.2	141.7	96.46	81.78	49.97	23.94	103.37	131.42	89.16	69.39	30.54	44.18	81.12
PF3D7_1200900	PF3D7_1200900.1	144.62	150.71	217.42	128.07	398.09	458.58	891.3	787.22	N/A	268.84	368.37	320.59	268.14	197.16	204.01	161.75	135.31	128.26	200.71	131.29	150.13	52.34	47.99	59.62
PF3D7_1201000	PF3D7_1201000.1	23.1	19.8	32.78	748.88	16511.89	17657.59	9947.41	1355.12	N/A	38.55	46.42	157.21	5426.24	11875.06	5222.73	1597.94	210.14	113.26	165.05	1186.11	1250.61	500.47	161.44	93.86
PF3D7_1201100	PF3D7_1201100.1	5.58	7.46	33.97	119.59	294.83	82.42	52.22	37.08	N/A	2.04	9.28	149.83	337.96	55.27	11.62	4.29	5.65	10.04	48.53	163.91	76.43	11.03	6.37	6.24
PF3D7_1201200	PF3D7_1201200.1	527.45	329.16	302.33	108.54	170.54	150.5	131.51	110.72	N/A	699.81	721.71	463.59	181.47	62.01	44.49	23.31	35.19	643.39	386.05	118.18	64.56	39.61	129.49	277.34
PF3D7_1201300	PF3D7_1201300.1	14.25	12.79	12.67	3.61	8.02	4.67	0	39.16	LSAP1	13.21	23.1	21.75	5.11	2.56	4.68	1.34	7.5	9.21	9.76	4.68	3.22	0	3.64	4.3
PF3D7_1201400	PF3D7_1201400.1	4.72	7.53	10.55	14.07	27.65	72.56	137.56	35.56	N/A	24.85	32.39	31.23	31.37	43.67	83.22	54.71	25.01	25.6	24.7	17.59	17.11	13.47	12.97	19.1
PF3D7_1201500	PF3D7_1201500.1	48.49	78.03	124.71	86.66	356.7	446.13	529.4	212.86	N/A	115.59	225.88	254	223.52	225.31	197.18	107.53	35.68	174.54	254.15	221.87	176.87	76.08	72.07	114.96
PF3D7_1201600	PF3D7_1201600.1	8.25	2.03	1.98	3.1	1.88	79.33	265.09	292.64	NEK3	52.93	31.55	25.47	10.25	15.98	85.03	73.99	90.5	26.1	21.24	15	17.49	18.33	34.01	26.36
PF3D7_1201700	PF3D7_1201700.1	7.35	1.15	1.37	0.62	9.57	44.06	217.15	237.18	N/A	13.56	3.93	3.52	2.67	11.7	33.18	39.38	44.05	23.09	12.21	12.73	22.35	36.01	21.61	18.17
PF3D7_1201800	PF3D7_1201800.1	7.61	1.57	1.51	0.94	12.89	89.49	380.22	368.01	COX19	19.25	4.81	1.79	2.59	15.54	61.81	85.97	63.38	23.63	18.12	13.49	39.53	43.12	32.94	24.85
PF3D7_1201900	PF3D7_1201900.1	31.94	23.59	40.9	51.53	218.7	412.98	757.91	825.55	N/A	74.34	51.09	72.44	119.1	152.96	182.7	201.59	174.49	63.77	77.63	96.56	132	134.29	101.9	79.59
PF3D7_1202000	PF3D7_1202000.1	4.24	4.61	14.14	22.7	81.5	149.85	262.42	197.93	PSH2	12.46	7.85	29.87	45.85	51.88	63.39	49.81	31.34	65.21	92.61	111.1	127.87	86.61	77.58	68.47
PF3D7_1202100	PF3D7_1202100.1	56.21	18.46	46.43	98.94	310.97	703.01	1426.83	1342.11	SRAP1	147.69	68.1	157.41	211.69	234.71	254.12	375.67	290.08	104.5	103.54	143.07	161.57	203.8	172.91	146.8
PF3D7_1202100	PF3D7_1202100.2	56.21	18.46	46.43	98.94	310.97	703.01	1426.83	1342.11	SRAP1	147.69	68.1	157.41	211.69	234.71	254.12	375.67	290.08	104.5	103.54	143.07	161.57	203.8	172.91	146.8
PF3D7_1202200	PF3D7_1202200.1	40.74	5.62	2.38	6.77	37.87	186.98	1136.21	2391.98	PIC	50.47	12.76	2.55	8.02	20.53	79.15	173.5	188.53	73.58	81.15	89.45	110.79	172.31	192.37	142.33
PF3D7_1202300	PF3D7_1202300.1	2.44	1.56	2.09	1.44	2.73	9.82	30.38	42.54	N/A	6.94	4.45	4.76	2.23	1.76	5.82	7.24	11.78	36.86	31.52	24.32	21.34	23.08	25.78	30.3
PF3D7_1202400	PF3D7_1202400.1	33.32	10.89	5.43	3.11	57.94	279.74	1002.33	781.33	CYP26	28.31	12.62	6.08	8.67	43.96	115.51	126.18	88.46	31.38	38.99	31.15	63.71	54.85	50.27	47.8
PF3D7_1202500	PF3D7_1202500.1	19.89	23.53	43.5	28.56	117.49	159.78	190.05	105.21	TGS1	36.68	61.19	74.02	57.72	54.16	60.78	29.36	28.41	59.98	61.91	45.87	46.19	40.47	32.41	41.52
PF3D7_1202600	PF3D7_1202600.1	641.55	388.96	429.52	466.28	1268.41	1791.92	3706.93	5625.82	NEMF	665.15	503.88	481.66	399.09	390.86	349.26	572.33	882.04	426.28	424.76	430.55	389.66	619.11	671.26	578.93
PF3D7_1202700	PF3D7_1202700.1	56.68	62.27	92.97	70.23	258.66	240.83	275.8	230.78	N/A	95.8	155.23	164.57	161.71	122.78	86.9	44.8	32.42	131.5	141.31	131.46	93.67	46.53	49.23	66.97
PF3D7_1202800	PF3D7_1202800.1	7.89	17.7	34.1	30.47	89.34	119.9	273.83	154.48	N/A	11.3	41.08	50.35	59.71	39.49	43.2	38.69	21.8	56.94	58.58	62.62	59.5	38.62	32.83	33.93
PF3D7_1202900	PF3D7_1202900.1	788.99	636.68	636.32	661.98	1369.48	2181.75	6514.09	13403.34	HMGB1	992.97	764.3	709.12	662.14	472.85	628.04	1129.7	1502.4	872.01	542.86	504.83	512.82	930.06	907.18	753.23
PF3D7_1203000	PF3D7_1203000.1	31.1	9.56	5.94	4.75	73.84	368.53	1228.01	1956.35	ORC1	58.73	21.72	9.35	5.63	61.06	156.81	234.05	238.73	114.82	79.22	79.48	126.11	195.9	159.47	127.15
PF3D7_1203100	PF3D7_1203100.1	62.01	193.18	337.75	309.76	667.75	835.68	1390.55	1160.71	N/A	160.03	418.1	672.38	634.13	430.13	392.66	377.77	262.19	212.09	195.29	216.48	136.64	137.51	87.53	114.16
PF3D7_1203200	PF3D7_1203200.1	40.56	98.93	160.64	140.53	418.1	589.52	1003.1	936.55	SRP14	85.36	251.72	410.79	455.31	334.13	351.42	317.8	210.86	60.82	89.73	86.56	68.85	57.11	44.65	53.31
PF3D7_1203300	PF3D7_1203300.1	13.36	2.82	2.16	0.75	16.09	96.17	339.44	466.46	N/A	23.5	7.82	2.5	1.85	18.02	51.17	61.76	66.49	58.75	40.63	33.63	66.76	75.2	66.07	55.29
PF3D7_1203400	PF3D7_1203400.1	65.26	8.29	4.21	2.14	110.59	390.45	1122.31	1782.32	MFS4	111.19	31.86	4.36	6.11	89.24	149.57	212.46	282.89	114.12	66.04	67.6	144.94	206.61	192.84	132.67
PF3D7_1203500	PF3D7_1203500.1	114.75	214.06	302.78	172.43	416.54	651.96	1250.65	703.41	SUA5	165.44	382.14	382.48	245.33	190.76	229.56	191.39	75.28	182.43	339.38	232.04	182.54	110.75	98.3	160.83
PF3D7_1203600	PF3D7_1203600.1	5.08	9.34	10.23	6.74	44.31	107.21	260.92	259.87	CC1HL	12.91	20.01	23.85	21.7	27.72	45.29	37.22	33.64	48.6	37.46	38.91	35.9	31.08	25.55	28.87
PF3D7_1203700	PF3D7_1203700.1	1546.63	1477.79	1496.01	1164.31	3337.98	5674.01	9626.76	7739.71	NAPL	1603.83	2042.69	1655.33	1373.68	1336.45	1463.19	1308.45	766.31	1553.65	1540.12	1406.62	1324.42	802.64	833.06	982.47
PF3D7_1203800	PF3D7_1203800.1	48.77	13.38	10.76	14.35	62.14	67.79	80.15	80.12	N/A	104.28	43.88	24.41	33.79	30.64	26.88	15.27	22.5	100.8	35.12	32.01	24.57	27.78	41.69	53.84
PF3D7_1203900	PF3D7_1203900.1	1568.94	891.56	609.01	797.87	3123.88	5218.75	7457.29	5978.72	UBC	678	508.68	386.63	403.97	540.32	516.79	411.57	336.28	794.85	900.94	942.99	822.81	932.58	1172.91	1269
PF3D7_1204000	PF3D7_1204000.1	4.32	3.39	0.66	2.35	6.28	6.1	0	9.02	N/A	6.89	6.96	5.68	2.38	1.67	2.18	0.87	8.32	18.07	18.17	15.26	5.89	7.02	11.88	23.34
PF3D7_1204100	PF3D7_1204100.1	7.54	4.39	5.21	2.92	46.14	160.62	345.21	238.06	N/A	15.04	13.01	10.08	7.63	53.9	75.18	68.64	36.81	41.41	25.81	34.83	48.71	56.51	34.56	36.39
PF3D7_1204200	PF3D7_1204200.1	2.96	1.26	0.64	0.11	20.93	82.96	271.39	198.35	N/A	5.95	1.81	0.82	1.95	16.38	34.55	40.45	18.28	38.7	43.07	31.3	54.43	42.58	39.07	43.36
PF3D7_1204300	PF3D7_1204300.1	333.77	675.2	1079.57	1588.95	6921.66	10380.21	15455.9	11855.88	EIF5A	251.34	578.08	991.5	1281.89	1748.21	1547.94	1137.5	667.69	545.52	703.17	1057.58	961.12	726.1	433.78	427.82
PF3D7_1204400	PF3D7_1204400.1	5.45	4.89	6.66	3.86	7.85	6.43	5.93	3.52	G37	7.81	15.75	14.63	9.82	4.3	5.92	6.13	8.26	17.76	25.14	19.62	22.48	11.89	15.36	23.6
PF3D7_1204500	PF3D7_1204500.1	4.39	14.88	31.33	24.73	144.12	283.08	534.79	385.24	N/A	10.74	33.08	41.18	59.4	90.03	106.7	104.24	44.99	27.96	55.48	42.89	87.93	41.08	31.74	27.67
PF3D7_1204600	PF3D7_1204600.1	8.08	38.77	90.77	72.94	239.19	204.39	273.58	232.7	N/A	12.53	84.77	151.44	117.97	64.62	59.87	40.41	25.56	40.69	102.77	75.79	52.07	23.18	15.31	25.04
PF3D7_1204700	PF3D7_1204700.1	8.63	7.21	12.74	7.43	44.17	183.98	556.41	603	N/A	11.88	18.3	24.11	28.73	38.25	86.74	93.25	71.27	36.5	44.74	40.94	53.62	61.49	44.27	48.22
