Gene ID	source_id	scaled sense - 40-5 hours post-invasion - unique only	scaled sense - 2-10 hours post-invasion - unique only	scaled sense - 7-15 hours post-invasion - unique only	scaled sense - 12-20 hours post-invasion - unique only	scaled sense - 17-25 hours post-invasion - unique only	scaled sense - 22-30 hours post-invasion - unique only	scaled sense - 27-35 hours post-invasion - unique only	scaled sense - 32-40 hours post-invasion - unique only	Gene Name or Symbol	sense - T05 - unique only	sense - T10 - unique only	sense - T15 - unique only	sense - T20 - unique only	sense - T25 - unique only	sense - T30 - unique only	sense - T35 - unique only	sense - T40 - unique only	3D7 2020 sense - 0hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 8hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 16hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 24hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 32hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 40hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 48hr 3D7 DAFT-seq - unique only
PF3D7_0515700	PF3D7_0515700.1	1911.47	186.88	51.61	23.41	40.18	185.31	1481.16	13192.01	GAP40	1125.79	291.93	33.92	6.78	13.26	50.43	260.89	1626.99	506.33	310.89	182.08	192.29	576.92	1325.71	840.38
PF3D7_0515800	PF3D7_0515800.1	6.4	3.64	8.62	15.27	116.41	159.08	303.39	254.89	N/A	12.67	5.76	16.75	35.05	40.97	50.11	41.47	44.56	28.62	40.41	36.84	53.06	36.31	30.13	23.03
PF3D7_0515900	PF3D7_0515900.1	24.49	2.33	2.95	11.43	110.5	211.54	544.48	872.51	NIF2	48.77	12.3	7.93	37.36	62.93	92.77	91.86	129.74	69.44	54.89	68.08	158.91	136.91	137.48	89.34
PF3D7_0516000	PF3D7_0516000.1	20.22	4.18	1.71	7.76	150	387.38	419.74	128.4	N/A	32.13	10.24	2.94	19.9	108.05	140.07	44.79	23.21	30.68	28.72	46.56	69	43.57	33.06	36.43
PF3D7_0516100	PF3D7_0516100.1	3.98	1.04	0.89	0.98	17.11	72.5	284.75	216.66	ATPase1	5.45	3.01	1.6	2.14	13.46	33.7	46.34	23.32	44.92	42.69	39.22	66.46	52.66	42.74	41.65
PF3D7_0516200	PF3D7_0516200.1	290.27	1025.46	1615.42	1900.04	6175.89	7546.63	10447.69	7692.45	RPS11	190.96	569.09	1050.3	1338.36	1142.64	655.71	599.5	276.6	231.53	558.18	691.29	486.62	382.39	211.89	297.43
PF3D7_0516300	PF3D7_0516300.1	5.4	23.67	59.57	93.16	314.99	320.61	388.09	162.3	N/A	7.8	32.97	59.34	99.71	86.5	64.56	33.53	13.3	49.8	110.21	123.51	97.19	34.2	23.03	31.78
PF3D7_0516400	PF3D7_0516400.1	70.75	17.44	25.51	29.41	161.86	245.07	643.19	1002.72	PhLP1	88.67	33.5	34.15	65.93	68.2	86.6	125.83	166.92	80.9	63.92	63.2	86.79	100.94	92.39	76.89
PF3D7_0516500	PF3D7_0516500.1	7.26	2.03	1.96	4.44	13.95	13.54	15.4	13.35	MFS1	7.23	6.44	5.88	8.28	5.87	4.84	5.33	8.88	7.81	16.5	14.85	12.15	5.99	11.45	13.11
PF3D7_0516600	PF3D7_0516600.1	28.72	6.97	7.39	23.03	204.11	397.15	858.52	846.76	MB2	46.43	16.98	13.99	42.46	100.94	126.28	141.86	108.85	71.28	59.22	85.05	148.28	156.55	101	77.37
PF3D7_0516700	PF3D7_0516700.1	125.87	74.96	120.28	104.07	289.74	292.53	584.54	1082.2	N/A	164.98	165.62	187.57	190.24	120.78	105.23	125.85	205.18	207.7	221.45	146.73	159.4	129.95	176.43	145.41
PF3D7_0516800	PF3D7_0516800.1	36.66	8.39	7.26	6.46	18.19	58.15	756.25	2138.29	ApiAP2	94.6	35.37	17.42	13.18	12.33	47.48	312.16	444.57	202.84	154.27	123.29	210.01	450.8	376.56	263.28
PF3D7_0516900	PF3D7_0516900.1	404.02	1967.42	2788.74	4690.14	14488.15	19038.84	25816.41	19196.88	RPL2	203.13	587.39	1269.47	1547.04	1680.16	1257.02	1084.89	597.79	309.55	856	1290.65	903.31	692.82	356.35	438.07
PF3D7_0517000	PF3D7_0517000.1	245.17	711.96	1000.93	1622.94	4674.44	6201.73	8366.21	6173.11	N/A	136.7	393.14	765.85	1000.27	856.75	584.61	543.07	277.23	373.24	892.49	1437.21	909.59	450.95	328.7	426.92
PF3D7_0517100	PF3D7_0517100.1	5.57	6.17	5.39	8.43	132.8	253.61	443.52	193.76	N/A	14.39	11.06	12.52	36.76	89.39	118.43	79.81	33.75	55.22	28.96	30.87	49.89	41.83	24.38	30.23
PF3D7_0517200	PF3D7_0517200.1	16.59	20.59	17.17	15.17	44.69	33.88	29.85	23.81	N/A	31.86	35.84	38.23	25.04	15.7	15.54	8.93	11.64	75.51	68.29	61.7	32.78	27.45	25.43	60.86
PF3D7_0517300	PF3D7_0517300.1	890.35	1281.19	1444.21	1264.04	2010.17	2891.23	5458.19	4018.22	SR1	580.92	810.77	927.76	596.4	377.88	315.05	419.36	216.13	584.94	635.85	457.7	325.72	283.31	240.76	425.31
PF3D7_0517400	PF3D7_0517400.1	28.22	22.12	39.39	113.75	615.69	1445.69	2896.99	2847.14	FACT-L	59.69	30.87	64.6	150.35	318.07	389.11	507.58	369.25	155.36	187.75	225.93	417.63	348.2	242.75	188.2
PF3D7_0517500	PF3D7_0517500.1	6.94	8.86	8.81	10.02	13.36	8.51	15.01	12.71	N/A	7.88	12.67	9.42	6	3.2	3.2	3.06	6.95	20.26	31.06	25.82	21.22	15.15	17.91	27.16
PF3D7_0517600	PF3D7_0517600.1	18.39	10.47	14.7	13.16	24.93	10.5	24.91	25.01	CPbeta	17.64	22.95	12.7	12.43	5.15	4.38	2.75	8.57	46.63	46.2	45.29	21.85	21.73	26.75	48.04
PF3D7_0517700	PF3D7_0517700.1	123.14	234.71	398.04	429.41	1703.02	2084.36	3251.96	2059.1	EIF3B	184.71	409.08	607.6	740.47	761.95	659.46	549.46	195.36	258.59	574.47	556.31	576.76	249.05	171.26	209.74
PF3D7_0517800	PF3D7_0517800.1	3.19	2.68	3.63	1.29	2.87	2.09	11.17	9.28	DCX	13.41	9.15	9.74	5.88	3.15	2.99	3.59	7.73	9.91	13.74	15.26	9.53	6.3	8.82	16.97
PF3D7_0517900	PF3D7_0517900.1	59.14	9.52	11.25	5.99	11.8	25.77	111.7	991.84	N/A	106.45	32.27	16.38	10.84	8.37	11.2	48.97	237.47	44.37	41.96	28.8	28.36	51.4	101	61.61
PF3D7_0518000	PF3D7_0518000.1	36.42	61.5	82.82	73.48	172.79	238.93	381.61	444.4	N/A	45.94	76.63	106.52	81.22	60.8	59.89	55.44	70.54	98.66	160.96	158.46	115.94	118.48	110.31	124.65
PF3D7_0518100	PF3D7_0518100.1	3.27	1.51	2.67	13.89	126.27	236.57	482.81	373.78	AMR2	5.77	2.88	8.82	41.5	73.46	90.56	94.5	48.97	47.72	55.83	100.55	139.78	108.56	66.58	54.29
PF3D7_0518200	PF3D7_0518200.1	69.83	5.48	3.7	3.19	100.1	117.33	807.15	3112.31	MDM2	142.81	30.86	5.78	10.17	54.49	68.16	239.08	563.63	64.91	45.02	19.82	65.35	89.63	105.48	52.05
PF3D7_0518300	PF3D7_0518300.1	85.64	34.96	86.31	135.61	843.26	1382.16	3347.76	4947.62	N/A	122.13	58.68	133.78	275.82	353.74	483.91	631.21	562.52	143.83	195.58	253.28	319.41	322.24	277.51	213.17
PF3D7_0518400	PF3D7_0518400.1	1.42	1.86	4.01	3.86	30.61	41.3	55.46	88.95	CYC3	1.64	4.13	4.86	8.83	11.01	9.33	11.2	10.12	9.01	12.02	8.09	10.51	11.23	10.53	7.97
PF3D7_0518500	PF3D7_0518500.1	62.97	187.96	220.73	251.48	620.6	957.03	1824.74	1750.81	DDX23	59.15	137.86	188.74	149.43	152.48	143.71	175.62	136.87	141.48	188.59	202.15	170.68	226.91	148.23	158.3
PF3D7_0518600	PF3D7_0518600.1	25.5	6.52	5.38	5.18	12.61	75.43	578.21	1086.02	WDR26	40.76	16.85	9.83	5.02	7.03	45.69	117.8	125.47	86.32	76.82	67.03	81.24	122.62	124.81	105.84
PF3D7_0518700	PF3D7_0518700.1	3.28	6.9	22.53	22.98	45.13	76.38	135.95	79.02	PUF1	7.81	13.83	34.81	36.2	22.08	31.8	23.08	17.06	79.97	110.79	100.55	72.63	61.31	59.82	74.06
PF3D7_0518800	PF3D7_0518800.1	3.74	4.19	3.72	6.62	5.05	14.71	14.54	6.04	PSOP13	13.4	14.91	15.52	14.93	7.72	6.31	5.96	9.05	24.18	50.49	41.37	29.77	15.5	25.98	36.39
PF3D7_0518900	PF3D7_0518900.1	3.63	1.32	0	0.2	7.04	1.28	1.52	6.32	N/A	7.73	2.44	0.95	0	0.35	1.1	0.73	8.24	7.1	4.98	1.83	1.77	2.58	3.6	8.64
PF3D7_0519000	PF3D7_0519000.1	4.45	1.52	0.33	1.07	98.41	233.81	291.62	128.75	SLBP	7.99	4.39	2.01	8.42	68.66	71.18	29.11	15.59	22.37	23.78	39.78	68.06	28.97	21.16	24.17
PF3D7_0519100	PF3D7_0519100.1	26.97	3.06	1.44	1.53	29.55	206.52	1032.12	1251.82	N/A	47.91	12.08	3.45	2.48	32.44	103.95	223.19	183.27	47.29	41.9	37.68	59.38	94.84	78.28	57.73
PF3D7_0519200	PF3D7_0519200.1	1035.01	631.25	743.5	880.22	4308.79	6735.92	13460.43	19943.11	N/A	687.78	496.73	542.6	801.09	967.9	1099.42	1121.36	1347.16	431.3	458.21	592.22	525.92	747.12	649.4	595.25
PF3D7_0519300	PF3D7_0519300.1	4.72	1.78	1.49	1.23	27.12	134.64	562.28	452.61	COX10	8.37	4.48	2.66	3	25.75	80.01	100.54	48.97	22.96	24.14	23.46	61.4	40.48	33.63	23.82
PF3D7_0519400	PF3D7_0519400.1	342.53	935.16	1563.2	2275.25	7201.47	9504.54	12530.29	8828.8	RPS24	356.31	865.02	1667.08	2124.71	2106.97	1600.84	1346.32	688.51	925.39	1580.8	2227.09	1680.5	1325.51	581.72	743.59
PF3D7_0519500	PF3D7_0519500.1	17.38	6.83	16.48	85.58	490.68	757.43	1266.87	845.14	CCR4-1	41.32	17.02	41.78	168.15	292.66	221.98	241.42	136.52	127.81	120.63	221.78	247.29	245.11	153.1	146.17
PF3D7_0519600	PF3D7_0519600.1	17	32.46	77.39	82.97	312.27	444.07	876.86	875.1	N/A	42.98	74.7	160.36	190.18	183.13	164.11	197.75	153.4	59.67	111.68	105.01	119.15	92.03	63.44	57.69
PF3D7_0519700	PF3D7_0519700.1	236.66	281.26	413.11	297.18	813.26	979.62	1856.55	2299.4	N/A	493.1	817.2	784.96	607.09	387.55	407.27	410.39	362.04	953.64	939.56	631.82	628.45	443.51	441.92	525.82
PF3D7_0519800	PF3D7_0519800.1	43.65	144.7	229.67	276.9	587.91	792.29	1175.17	861.4	N/A	67.16	177.5	317.08	287.39	219.99	164.11	189.59	99.02	238.35	417.06	407.38	306.09	243.59	160.5	217.75
PF3D7_0519900	PF3D7_0519900.1	2.99	3.12	4.17	5.59	61.25	119.67	324.91	529.11	N/A	8	5.32	7.35	15.61	34.41	42.45	69.65	59.54	32.08	27.22	39.1	66.98	61.97	34.15	23.92
PF3D7_0520000	PF3D7_0520000.1	274.01	1018.08	1665.47	2488.45	7023.78	9900.58	13212.82	10769.69	RPS9	302.29	963.55	1715.06	2068.51	1972.72	1532.85	1438.12	622.63	612.18	1514.38	1673.62	1326.08	1008.18	481.8	651.93
PF3D7_0520100	PF3D7_0520100.1	7.47	37.06	80.76	100	346.54	414.47	657.1	442.89	PPM9	9.9	43.23	116.17	133.69	129.51	114.36	92.85	49.52	53.08	94.24	96.5	87.32	54.18	49.02	51.47
PF3D7_0520200	PF3D7_0520200.1	7.04	14.06	26.95	32.57	339.3	506.39	908	677.38	MED17	13.08	20.51	42.48	92.48	164.62	165.65	135.08	72.74	36.6	49.36	65.13	107.68	66.93	41.02	29.15
PF3D7_0520300	PF3D7_0520300.1	9.19	40.6	105.14	80.67	375.38	399.23	798.79	740.09	LSM2	23.02	100.33	193.49	256.66	216.21	213.98	201.15	138.14	49.25	70.28	74.59	91.08	48.09	40.5	37.56
PF3D7_0520400	PF3D7_0520400.1	11.65	4.78	9.26	12.25	167.67	368.2	1008.3	1217.77	N/A	19.7	12.29	14.71	32.15	88.15	124.38	159.97	122.62	42.85	33.34	44.05	102.09	88.99	53.52	34.67
PF3D7_0520500	PF3D7_0520500.1	51.49	8.25	5.41	6.42	113.91	266.26	653.64	494.44	N/A	52.06	16.45	4.75	12.82	49.51	84.41	78.44	82.85	28.05	23.85	15.71	50.39	33.46	32.03	26.5
PF3D7_0520600	PF3D7_0520600.1	164.12	404.34	560.51	437.77	785.82	973.57	1190.83	419.32	Ap4AH	348.43	905.19	950.74	725.45	442.78	403.34	220.64	65.98	242.37	335.09	306.53	272.2	96.61	82.77	135.71
PF3D7_0520700	PF3D7_0520700.1	6.2	17.86	38.23	33.85	160.75	207.36	332.89	248.13	N/A	15.14	38.39	54.83	73.04	61.65	58.32	47.54	30.97	73.76	96.12	90.38	107	72.38	43.5	50.77
PF3D7_0520800	PF3D7_0520800.1	9.97	5.59	11.87	21.11	123.78	288.58	724.04	809.59	N/A	26.19	11.42	26.36	45.07	89.87	137.23	174.77	129.95	78.86	80	94.15	184.46	183.21	113.11	73.57
PF3D7_0520900	PF3D7_0520900.1	176.24	351.67	532.19	582.07	1924.67	4688.35	9422.69	7441.92	SAHH	221.29	343.66	511.12	553.83	662.37	1294.03	983.36	653.3	301.74	343.98	517.79	923.77	1146.86	778.89	451.32
PF3D7_0521000	PF3D7_0521000.1	13.13	45.29	109.74	126.75	541.91	799.23	1293.46	546.75	N/A	31.99	129.1	253.4	305.74	370.52	373.75	244.56	102.17	154.28	153.55	217.62	170.83	151.73	102.29	134.3
PF3D7_0521100	PF3D7_0521100.1	0.46	0.14	0.04	0	1.57	8.51	24.48	26.63	N/A	0.56	0.62	0.24	0.2	1.3	5.81	4.59	5.94	4.98	4.98	3.56	4.43	1.83	3.47	3.31
PF3D7_0521200	PF3D7_0521200.1	2.22	0.31	1.3	0.93	2.88	25.2	90.42	68.03	N/A	4.07	2.05	1.56	0.94	6.9	20.42	15.46	11.37	15.41	23.44	16.99	25.17	15.66	14.79	19.1
PF3D7_0521300	PF3D7_0521300.1	20.22	47.82	88.58	65.44	183.89	183.21	405.06	416.23	N/A	43.59	104.22	132.95	115.06	82.2	87.85	83.3	70.96	256.58	237.69	217.23	163.11	170.26	119.82	146.97
PF3D7_0521400	PF3D7_0521400.1	3.92	1.18	2.16	9.5	140.26	325.08	768.78	746.26	N/A	11.97	3.49	4.56	33.33	109.01	137.62	151.17	96.8	36.85	34.12	49.34	106.75	74.49	47.86	32.18
PF3D7_0521500	PF3D7_0521500.1	4.2	2.07	4.5	7.87	67.17	162.76	277.38	275.53	N/A	5.55	3.3	8.86	21.35	46.53	61.03	49.72	39.91	26.26	31.46	47.75	63.59	55.5	34.76	33.06
PF3D7_0521600	PF3D7_0521600.1	5.67	13.35	17.37	13.96	72.32	105.72	169.56	94.06	N/A	13.08	40.67	37.99	34.57	44.55	51.5	23.05	12.34	46.32	41.8	21.27	27.93	14.84	12.37	20.72
PF3D7_0521700	PF3D7_0521700.1	5.92	20.15	30.28	22.37	91.73	114.65	188.69	130.26	DDX1	13.52	33.27	39.36	40.28	35.84	44.86	33.72	17.91	37.33	61.28	34.19	51.66	25.32	15.58	18.02
PF3D7_0521800	PF3D7_0521800.1	5.22	1.81	1.7	1.76	7.83	20.44	119.87	217.04	N/A	12.45	5.98	3.07	3.93	4.41	11.47	29.59	43.94	21.27	20.19	11.02	17.04	14.34	18.78	17.44
PF3D7_0521900	PF3D7_0521900.1	3.04	3.85	7.42	5.87	23.01	59.96	136.8	55.52	N/A	8.81	12.63	22.23	13.98	22.01	47.15	33.64	15.24	21.68	23.1	20.78	21.99	18.99	18.71	21.58
PF3D7_0522000	PF3D7_0522000.1	153.95	271.87	739.51	481.47	2725.39	2579.68	4383.73	2804.74	N/A	306.29	1608.19	2041.19	2569.6	2070.79	1526.71	999.51	675.95	550.89	501.54	642.69	411.68	323.84	269.08	321.71
PF3D7_0522100	PF3D7_0522100.1	103.07	10.27	7.3	3.91	16.24	33.66	154.98	351.04	N/A	125.53	47.72	9.76	7.72	7.88	22.73	33.18	101.56	117.64	80.18	48.27	51.11	71.88	127.79	112.86
PF3D7_0522200	PF3D7_0522200.1	26.88	22.93	49.4	36.89	111.42	148.15	331.43	348.18	TAF10	46.32	60.4	93.35	83.29	57.72	63.63	73.13	80.04	84.59	101.62	55.17	84.48	53.01	51.99	46.09
PF3D7_0522300	PF3D7_0522300.1	160.77	261.57	285.65	284.7	880.75	1184.98	1252.85	505.28	N/A	79.69	194.87	228.77	200.41	205.47	152.43	98.49	32.42	95.51	143.17	153.72	104.13	53.71	49.82	90.13
PF3D7_0522400	PF3D7_0522400.1	88.2	8.51	3.52	1.83	4.17	15	144.31	450.2	N/A	159.91	43.47	7.23	1.87	2.25	12.81	42.13	146.17	224.4	106.68	60.12	75.44	184.54	293.93	215
PF3D7_0522500	PF3D7_0522500.1	92.64	23.3	5.19	6.24	60.66	854.75	2458.47	4016.18	RPL17	38.37	10.82	2.79	1.4	23.36	72.79	142.68	171.17	53.24	47.34	42.41	106.61	106.17	171.39	105.84
PF3D7_0522600	PF3D7_0522600.1	78.13	6.99	2.56	0.67	1.06	3.6	42.7	725.54	N/A	133.89	29.32	4.5	0.88	0.35	1.54	26.48	226.2	67.29	30.61	10.52	18.38	64.36	144.29	79.68
PF3D7_0522700	PF3D7_0522700.1	2.36	1.04	0.59	0.1	26.06	116.53	435.73	353.37	SufA	5.87	1.8	0	0.63	23.37	59.3	76.98	45.26	22.2	17.58	12.6	50.51	24.68	23.9	19.07
PF3D7_0522800	PF3D7_0522800.1	11.95	29.54	50.28	42.53	163.06	216.85	354.46	256.07	BUD31	18.25	58.67	81.08	90.22	69.58	64.73	53.11	25.19	52.31	107.03	125.43	83.89	49.72	45.2	55.07
PF3D7_0522900	PF3D7_0522900.1	3.68	2.46	2.47	3.49	6.83	5.5	15.22	20.26	N/A	14.01	14.98	12.18	6.87	3.83	4.3	3.97	7.99	31.28	41.13	32.35	27.21	19.73	21.97	31.75
PF3D7_0523000	PF3D7_0523000.1	554.21	459.85	531.92	373.07	1069.44	1221.63	1652.29	829.46	MDR1	773.06	891.42	687.65	537.5	407.22	365.72	219.24	86.36	689.03	741.61	450.79	505.62	179.19	246.45	413.53
PF3D7_0523100	PF3D7_0523100.1	16.88	16.47	32.6	57.23	420.63	719.41	1200.09	1018.42	QCR2	19.33	17.43	47.15	83.68	131.47	148.19	138.69	102.18	52.35	78.89	98.04	138.87	100.9	67.93	64.39
PF3D7_0523200	PF3D7_0523200.1	5.19	7.88	19.99	24.73	107.7	196.4	348.98	236.75	N/A	7.62	13.95	28.66	41.7	42.09	57.41	41.35	28.07	58.69	63.27	66.34	90.56	61.43	41.3	37.5
PF3D7_0523300	PF3D7_0523300.1	39.83	7.64	4.52	3.76	34.11	187.24	710.19	1055.34	ApiCOX18	26.77	8.69	1.29	1.24	12.51	38.78	53.31	73.38	33.55	28.16	25.44	39.49	43.8	53.47	42.41
PF3D7_0523400	PF3D7_0523400.1	203.13	47.29	61.52	86.92	306.98	555.24	1337.68	1650.87	N/A	212.53	129.21	89.29	133.36	156.24	198.58	250.87	248.24	235.55	217.65	175.22	253.51	212.82	269.96	264.39
PF3D7_0523500	PF3D7_0523500.1	4.42	1.74	0.8	0.43	10.77	72.88	190.47	253.77	N/A	9.74	4.91	1.37	2.3	12.63	30.87	27.46	29.63	37.88	38.85	22.43	31.09	19.08	22.46	26.51
PF3D7_0523600	PF3D7_0523600.1	17.18	3.22	1.1	2.57	89.9	306.64	881.37	1381.97	N/A	28.62	9.63	3.23	7.68	54.85	98.06	177.61	163.77	24.85	34.77	36.42	81.06	76.84	75.83	48.01
PF3D7_0523700	PF3D7_0523700.1	2.4	1.05	1.82	2.35	48.19	87.75	170.18	108.67	N/A	4.52	3.18	3.17	8.89	23.15	32.92	24.6	12.23	24.29	24.02	26.62	44.13	30.43	21.98	21.21
PF3D7_0523800	PF3D7_0523800.1	30.16	52.73	99.74	52.47	80.46	74.61	232.35	460.14	FVRT1	48.06	99.01	107.13	65.46	24.08	27.25	54.37	63.86	53.31	69.07	38.79	30.19	27.1	32.77	42.68
PF3D7_0523900	PF3D7_0523900.1	16.74	19.63	37.4	30.83	46.92	43.55	143.08	288.92	N/A	43.12	47.1	89.31	52.83	19.18	22.03	31.91	55.14	69.88	90.06	45.18	36.23	26.61	38.84	41.33
PF3D7_0524000	PF3D7_0524000.1	325.95	508.45	787.93	742.81	2314.93	2838	4795.26	4143.51	KASbeta	524.21	1018.65	1292	1225.7	985.47	892.15	849.72	473.07	728.31	1129.75	1083.53	951.6	534.41	436.09	556.84
PF3D7_0524100	PF3D7_0524100.1	115.4	142.02	192.17	108.35	361.68	566.94	1364.95	1024.51	N/A	220.54	392.59	396.77	283.51	247.87	288.16	256.1	139.52	221.07	185.28	123.61	139.91	113.64	85.06	125.34
PF3D7_0524200	PF3D7_0524200.1	12.21	1.62	1.37	0.49	0.54	3.16	22.48	64.61	N/A	9.82	4.2	1.18	1.23	0.65	4.29	2.26	13.95	19.96	28.99	24.85	13.07	7.94	21.66	22.95
PF3D7_0524300	PF3D7_0524300.1	11.17	19.17	42.74	60.64	248.68	364.4	711.8	823.59	N/A	35.15	56.96	118.85	172.27	176.38	159.57	206.53	158.58	55.77	81.53	86.84	96.86	91.35	57.16	51.09
PF3D7_0524400	PF3D7_0524400.1	143.05	350.63	391.47	429.59	1126.32	1497.84	1757.47	1048.8	RBG1	74.96	171.48	212.17	200.78	178.51	140.31	109.24	56.57	172.33	340.26	309.83	241.84	150.87	121.27	186.02
PF3D7_0524500	PF3D7_0524500.1	18.85	17.53	34.98	23.03	107.23	134.08	383.9	567.19	N/A	38.31	57.73	76.03	71.19	50.92	85.86	75.89	68.63	109.48	109.44	91.44	110.2	96.44	67.75	65.78
PF3D7_0524600	PF3D7_0524600.1	24.2	4.49	3.32	4.18	73.28	193.72	948.59	3069.57	N/A	48.96	16.8	9.77	12.16	49.09	102.2	243.96	320.11	119.51	75.57	81.69	151.62	242.02	187.37	119.78
PF3D7_0524700	PF3D7_0524700.1	6.6	9.91	36.93	48.3	369.21	479.63	679.33	331.8	TOM22	9.28	17.75	49.48	103.34	147.62	157.59	79.44	25.21	52.08	80.7	152.92	143.43	82.5	57.14	56.36
PF3D7_0524800	PF3D7_0524800.1	76.93	11.31	14.03	16.49	142.86	153.86	184.04	138.18	UFD1	76.56	28.7	19.35	33.59	47.9	41.21	20.13	25.81	79.06	68.87	53.69	61.76	32.51	57.79	61.93
PF3D7_0524900	PF3D7_0524900.1	38.9	121.33	177.79	209.89	609.6	743.42	785.19	270.56	TYW1	32.88	112.15	180.29	189.81	162.96	112.04	59.96	23.07	105.39	180.06	203.48	159.38	90.6	54.06	84.5
PF3D7_0525000	PF3D7_0525000.1	5.18	8.05	12.88	23.39	208.19	165.38	170.9	98.79	N/A	6.35	20.82	27.75	89.31	75.79	45.61	21.92	16.81	48.95	66.43	97.98	108.43	76.35	62.47	42.84
PF3D7_0525100	PF3D7_0525100.1	1475.44	758.75	609.76	405.62	1798.1	3017.62	5283.05	3613.07	ACS10	1381.53	1481.64	684.16	602.55	696.75	789.67	715.48	373.63	591.34	546.63	428.69	515.68	319.85	490.91	635.66
PF3D7_0525200	PF3D7_0525200.1	124	33.85	22.42	13.26	116.73	328.34	1048.63	1664.92	SMC6	195.23	127.47	55.67	51.01	99.47	160.72	244.74	300.17	252.13	116.86	98.66	172.11	287.23	253.29	219.74
PF3D7_0525300	PF3D7_0525300.1	116.46	12.55	3.44	1.26	3.83	14.6	93.22	73.23	N/A	149.36	61.71	7.51	1.34	4.35	14.49	16.71	20.68	120.9	30.13	11.3	16.24	26.26	89.38	96.28
PF3D7_0525400	PF3D7_0525400.1	42.29	5.43	1.48	1.06	7.05	50.85	172.3	314.78	N/A	74.08	15.43	3.1	1.07	5.89	23.91	34.56	48.37	61.42	37.64	16.09	49.26	42.12	54.29	52.52
PF3D7_0525500	PF3D7_0525500.1	8.38	30.87	57.54	66.58	243.3	242.8	282.83	109.9	N/A	16.17	69.01	94.92	123.74	101.06	78.76	44.11	16.37	44.11	92.06	85.18	85.1	37.94	21.95	31.27
PF3D7_0525600	PF3D7_0525600.1	88.86	15.97	3.91	1.39	40.03	138.08	325.74	290.97	N/A	135.14	40.48	5.41	2.93	19.48	35.55	34.94	32.36	70.94	37.6	26.51	49.45	46.95	58.41	63.13
PF3D7_0525700	PF3D7_0525700.1	9.26	2.39	0.65	1.7	47.39	188.99	615.85	948.5	N/A	8.48	2.28	0.37	1.25	18.07	33.47	57.1	54.92	18.17	11.03	17.74	36.44	48.78	39.32	25.84
PF3D7_0525800	PF3D7_0525800.1	2464.88	344.36	86.85	17.65	24.19	74.01	49.31	253.65	IMC1g	3134.85	1191.16	114.53	15.95	9.86	15.4	6.34	327.84	1955.79	535.14	148.32	55.62	194.23	1236.14	1465.15
PF3D7_0525900	PF3D7_0525900.1	15.14	7.41	3.73	4.25	5.2	5.5	0.82	2.04	NEK2	17.38	15.7	8.71	4.94	2.45	1.18	0.59	6.19	21.2	17.88	17.91	11.97	5.73	14.38	26.31
PF3D7_0526000	PF3D7_0526000.1	4.33	1.19	1.15	4.6	103.46	175.82	358.61	283.62	N/A	8.01	2.9	2.93	17.32	55.54	76.46	54.49	31.61	47.53	30.88	45.21	69.4	57.06	38.72	39.59
PF3D7_0526100	PF3D7_0526100.1	2.66	0.8	0.47	0.94	52.27	150.78	356.58	282.48	N/A	3.79	2.87	1.34	5.16	39.22	65.52	55.18	29.41	26.37	19.17	19.1	45.39	32.27	21.96	14.06
PF3D7_0526200	PF3D7_0526200.1	79.07	8.35	4.12	6.97	82.28	226.94	680.15	1164.89	ARFGAP2	93.3	24.18	4.62	14.92	51.52	84.32	120.7	190.38	66.7	47.33	57.22	90.11	112.13	131.83	96.49
PF3D7_0526200	PF3D7_0526200.2	79.07	8.35	4.12	6.97	82.28	226.94	680.15	1164.89	ARFGAP2	93.3	24.18	4.62	14.92	51.52	84.32	120.7	190.38	66.7	47.33	57.22	90.11	112.13	131.83	96.49
PF3D7_0526300	PF3D7_0526300.1	25.77	52.76	93.16	79.89	242.22	246.31	332.58	263.84	WDR55	50.12	107.51	144.77	141.98	86.15	62.26	51.53	36.67	63.98	124.78	74.8	88.78	36.05	24.52	30.42
PF3D7_0526400	PF3D7_0526400.1	20.76	3.52	2.51	1.19	18.56	51.06	309.04	826.62	N/A	41.4	11.26	4.63	4.69	11.87	45.41	66.68	98.95	42.53	33.03	12.89	38.97	34.98	47.25	33.86
PF3D7_0526500	PF3D7_0526500.1	56.55	141.78	224.08	210.55	515.72	650.89	1039.38	947.31	N/A	95.3	232.44	285.51	231.05	188.02	156.47	195.32	127.09	143.3	221.18	191.35	164.62	142.8	104.82	121.77
PF3D7_0526600	PF3D7_0526600.1	2.9	1.3	1.07	1.35	22.01	109.29	198.17	113.93	N/A	7.23	2.96	1.51	1.94	19.05	28.55	27.83	20.87	31.2	36.02	32.78	54.29	65.02	45.09	41.44
PF3D7_0526700	PF3D7_0526700.1	6.99	3.37	8.77	18.02	91.31	222.75	659.86	812.06	N/A	25.11	11.08	22.1	44.89	71.7	107.38	174.14	144.57	66.69	60.92	72.91	145.49	161.82	110.25	76.09
